Area Code,Area Name,SOC Code,SOC Title,Employment ,Median,,Mean,,Entry Level,,10th Percentile,,90th Percentile,
000009,Connecticut,31-2012,Occupational Therapy Aides,40,28.67,"59,619",33.5,"69,674",22.71,"47,243",20.18,"41,986",47.3,"98,365"
000009,Connecticut,31-2011,Occupational Therapy Assistants,790,32.27,"67,113",33.42,"69,506",29,"60,329",28.34,"58,929",39.68,"82,519"
000009,Connecticut,31-1132,Orderlies,800,17.74,"36,885",18.3,"38,066",16.54,"34,398",16.1,"33,478",20.94,"43,533"
000009,Connecticut,31-9095,Pharmacy Aides,270,16.71,"34,764",17.06,"35,474",14.64,"30,468",14.16,"29,454",20.3,"42,206"
000009,Connecticut,31-9097,Phlebotomists,"1,830",22.64,"47,097",22.18,"46,125",18.66,"38,819",18.36,"38,202",25.71,"53,473"
000009,Connecticut,31-2022,Physical Therapist Aides,360,15.68,"32,621",16.66,"34,649",14.85,"30,886",14.76,"30,687",18.87,"39,227"
000009,Connecticut,31-2021,Physical Therapist Assistants,850,36.01,"74,889",35.05,"72,882",27.26,"56,703",25.08,"52,177",42.78,"88,979"
000009,Connecticut,31-1133,Psychiatric Aides,440,20.4,"42,425",22.71,"47,243",18.13,"37,722",18.19,"37,837",33.78,"70,269"
000009,Connecticut,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,070",17.78,"36,979",20.13,"41,861",15.13,"31,482",14.95,"31,074",31.53,"65,576"
000009,Connecticut,33-0000,Protective Service Occupations,"34,030",26.12,"54,330",29.06,"60,444",16.33,"33,948",14.9,"31,011",47.34,"98,459"
000009,Connecticut,33-9011,Animal Control Workers,160,24.57,"51,121",27.21,"56,598",19.01,"39,551",17.45,"36,311",38.16,"79,373"
000009,Connecticut,33-3011,Bailiffs,40,50.68,"105,420",49.86,"103,706",45.54,"94,727",41.7,"86,742",53.19,"110,635"
000009,Connecticut,33-3012,Correctional Officers and Jailers,"3,540",27.79,"57,810",28.33,"58,918",25.26,"52,553",25.27,"52,564",32.19,"66,956"
000009,Connecticut,33-9091,Crossing Guards and Flaggers,"1,500",16.67,"34,670",19.24,"40,021",14.57,"30,301",14.08,"29,287",29.03,"60,382"
000009,Connecticut,33-3021,Detectives and Criminal Investigators,800,46.27,"96,232",48.25,"100,361",36.61,"76,154",34.31,"71,377",75.79,"157,638"
000009,Connecticut,33-2021,Fire Inspectors and Investigators,360,37.66,"78,317",37.89,"78,809",27.35,"56,901",26.14,"54,361",50.14,"104,291"
000009,Connecticut,33-2011,Firefighters,"2,340",35.5,"73,823",33.95,"70,614",25.77,"53,619",23.2,"48,268",39.92,"83,031"
000009,Connecticut,33-1011,First-Line Supervisors of Correctional Officers,610,37.14,"77,241",36.45,"75,819",26.67,"55,480",21.99,"45,738",45.24,"94,090"
000009,Connecticut,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,"1,000",48.18,"100,215",46.35,"96,420",37.51,"78,025",37.71,"78,443",60.89,"126,658"
000009,Connecticut,33-1012,First-Line Supervisors of Police and Detectives,"1,670",51.56,"107,249",52.82,"109,883",43.16,"89,752",40.31,"83,847",62.14,"129,250"
000009,Connecticut,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",320,30.05,"62,503",32.7,"68,012",20.62,"42,906",18.74,"38,976",47.17,"98,103"
000009,Connecticut,33-1091,First-Line Supervisors of Security Workers,510,25.35,"52,720",28.7,"59,692",18.95,"39,415",18.58,"38,652",42.82,"89,073"
000009,Connecticut,33-3031,Fish and Game Wardens,70,29.77,"61,918",29.04,"60,392",22.11,"45,979",22.66,"47,128",34.66,"72,088"
000009,Connecticut,33-9031,Gambling Surveillance Officers and Gambling Investigators,440,23.28,"48,414",26.22,"54,549",21.45,"44,620",20.37,"42,373",36.58,"76,091"
000009,Connecticut,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",780,13.87,"28,837",15.51,"32,276",13.59,"28,262",13.59,"28,262",17.88,"37,199"
000009,Connecticut,33-3051,Police and Sheriff's Patrol Officers,"6,410",40.37,"83,962",38.84,"80,774",30.09,"62,577",28.56,"59,399",47.84,"99,493"
000009,Connecticut,33-9021,Private Detectives and Investigators,390,34.31,"71,377",33.34,"69,350",21.26,"44,233",18.47,"38,411",50.41,"104,855"
000009,Connecticut,33-9099,"Protective Service Workers, All Other",520,21.09,"43,867",25.31,"52,647",14.24,"29,611",13.59,"28,262",43.33,"90,149"
000009,Connecticut,33-9094,School Bus Monitors,610,16.71,"34,753",20.47,"42,561",14.26,"29,653",14.2,"29,538",28.75,"59,807"
000009,Connecticut,33-9032,Security Guards,"11,670",17.73,"36,864",18.77,"39,049",14.88,"30,959",14.3,"29,747",24.21,"50,337"
000009,Connecticut,35-0000,Food Preparation and Serving Related Occupations,"123,560",16.06,"33,426",18.69,"38,871",14.21,"29,569",13.96,"29,046",27.48,"57,152"
000009,Connecticut,35-3011,Bartenders,"7,160",15.27,"31,753",20.27,"42,153",13.72,"28,534",13.59,"28,262",30.15,"62,723"
000009,Connecticut,35-1011,Chefs and Head Cooks,"4,530",29.49,"61,343",29.87,"62,127",19.36,"40,272",17.6,"36,603",40.87,"84,996"
000009,Connecticut,35-2019,"Cooks, All Other",190,18.67,"38,829",20.42,"42,467",15.77,"32,809",14.85,"30,886",29.18,"60,685"
000009,Connecticut,35-2011,"Cooks, Fast Food","2,890",16.51,"34,346",16.57,"34,450",13.97,"29,067",13.59,"28,262",18.97,"39,457"
000009,Connecticut,35-2012,"Cooks, Institution and Cafeteria","3,330",21.25,"44,202",21.56,"44,850",17.34,"36,070",16.8,"34,931",26.59,"55,312"
000009,Connecticut,35-2014,"Cooks, Restaurant","12,740",18.16,"37,753",18.43,"38,328",14.82,"30,834",14.34,"29,830",22.91,"47,651"
000009,Connecticut,35-2015,"Cooks, Short Order",180,17.88,"37,199",19.48,"40,523",16.47,"34,251",16.4,"34,095",26.74,"55,616"
000009,Connecticut,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"4,700",14.6,"30,363",15.43,"32,098",13.8,"28,691",13.71,"28,513",17.54,"36,488"
000009,Connecticut,35-9021,Dishwashers,"6,210",14.92,"31,032",15.33,"31,879",13.89,"28,900",13.75,"28,607",17.15,"35,662"
000009,Connecticut,35-3023,Fast Food and Counter Workers,"28,880",14.72,"30,604",15.47,"32,182",14.13,"29,402",14,"29,109",17.77,"36,959"
000009,Connecticut,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"10,240",22.93,"47,703",24.75,"51,476",16.78,"34,879",15.68,"32,610",37.36,"77,701"
000009,Connecticut,35-9099,"Food Preparation and Serving Related Workers, All Other",380,17.62,"36,645",17.72,"36,844",15.68,"32,610",14.51,"30,165",19.81,"41,202"
000009,Connecticut,35-2021,Food Preparation Workers,"10,760",15.91,"33,091",17.37,"36,133",14.46,"30,071",14.33,"29,820",22.48,"46,763"
000009,Connecticut,35-3041,"Food Servers, Nonrestaurant","4,290",16.77,"34,868",17.29,"35,955",14.51,"30,175",14.19,"29,517",22.19,"46,146"
000009,Connecticut,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","4,430",14.9,"31,001",16.13,"33,541",14.07,"29,255",14,"29,099",20.96,"43,596"
000009,Connecticut,35-3031,Waiters and Waitresses,"22,650",17.27,"35,924",20.3,"42,216",14.29,"29,726",13.94,"29,015",30.46,"63,350"
000009,Connecticut,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"53,940",18.33,"38,119",20.41,"42,456",14.74,"30,656",14.28,"29,684",29.58,"61,521"
000009,Connecticut,37-2019,"Building Cleaning Workers, All Other",200,29.12,"60,570",25.88,"53,828",18.34,"38,150",17.75,"36,906",31.26,"65,022"
000009,Connecticut,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,"1,780",26.22,"54,560",35.13,"73,070",18.34,"38,161",16.79,"34,920",39.11,"81,349"
000009,Connecticut,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","1,770",30.09,"62,577",32.22,"67,029",23.31,"48,487",21.03,"43,742",43.37,"90,201"
000009,Connecticut,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","28,770",17.54,"36,488",19.04,"39,624",14.33,"29,820",13.98,"29,088",27.74,"57,706"
000009,Connecticut,37-3011,Landscaping and Groundskeeping Workers,"13,900",19.11,"39,728",21.18,"44,056",16.77,"34,879",15.77,"32,809",28.85,"59,995"
000009,Connecticut,37-2012,Maids and Housekeeping Cleaners,"6,420",15.79,"32,851",16.66,"34,649",14.41,"29,977",14.23,"29,579",19.72,"41,014"
000009,Connecticut,37-2021,Pest Control Workers,550,23.1,"48,048",22.46,"46,721",18.26,"37,972",18.07,"37,596",27.59,"57,382"
000009,Connecticut,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",N/A,21.29,"44,296",21.34,"44,390",19.91,"41,411",19.75,"41,087",22.56,"46,919"
000009,Connecticut,37-3013,Tree Trimmers and Pruners,430,27.58,"57,361",27.98,"58,208",19.88,"41,359",18.16,"37,763",39.28,"81,704"
000009,Connecticut,39-0000,Personal Care and Service Occupations,"38,780",15.85,"32,955",20.02,"41,631",14.18,"29,496",13.94,"28,994",30.22,"62,838"
000009,Connecticut,39-3091,Amusement and Recreation Attendants,"2,420",14.27,"29,673",15.18,"31,565",13.81,"28,722",13.71,"28,513",16.82,"34,973"
000009,Connecticut,39-2021,Animal Caretakers,"2,950",15.4,"32,015",17.38,"36,154",14.43,"30,029",14.21,"29,569",23.4,"48,665"
000009,Connecticut,39-2011,Animal Trainers,510,22.6,"47,013",27.02,"56,190",15.26,"31,743",14.32,"29,778",57.49,"119,572"
000009,Connecticut,39-6011,Baggage Porters and Bellhops,90,17.26,"35,903",17.44,"36,290",15.43,"32,088",15.22,"31,659",18.32,"38,098"
000009,Connecticut,39-5011,Barbers,230,18.12,"37,690",20.9,"43,470",14.43,"30,029",14.46,"30,071",29.39,"61,145"
000009,Connecticut,39-9011,Childcare Workers,"6,340",15.34,"31,910",16.43,"34,178",14.32,"29,778",14.04,"29,193",18.55,"38,589"
000009,Connecticut,39-6012,Concierges,200,15.68,"32,610",16.92,"35,203",14.87,"30,928",14.69,"30,531",20.91,"43,502"
000009,Connecticut,39-3092,Costume Attendants,60,23.29,"48,435",21.69,"45,101",14.97,"31,126",14.04,"29,193",31.47,"65,451"
000009,Connecticut,39-4012,Crematory Operators,N/A,19.43,"40,418",23.04,"47,923",19.13,"39,791",19.01,"39,540",31.64,"65,817"
000009,Connecticut,39-4011,Embalmers,20,26.39,"54,884",28.92,"60,152",25.81,"53,671",25.61,"53,264",37.6,"78,202"
000009,Connecticut,39-9031,Exercise Trainers and Group Fitness Instructors,"3,360",23.9,"49,721",30.54,"63,517",15.18,"31,576",14.1,"29,318",66.86,"139,065"
000009,Connecticut,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","1,550",26.82,"55,793",29.15,"60,633",18.75,"39,007",17.09,"35,548",44.65,"92,867"
000009,Connecticut,39-1013,First-Line Supervisors of Gambling Services Workers,510,38.43,"79,938",35.77,"74,398",26.97,"56,096",24.53,"51,027",49.35,"102,660"
000009,Connecticut,39-1022,First-Line Supervisors of Personal Service Workers,"1,390",22.72,"47,254",24.3,"50,557",16.36,"34,011",14.89,"30,980",33.08,"68,796"
000009,Connecticut,39-4021,Funeral Attendants,330,17.96,"37,345",18.98,"39,488",15.38,"31,973",15.31,"31,847",23.95,"49,815"
000009,Connecticut,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","4,180",15.58,"32,422",19.3,"40,157",14.52,"30,196",14.39,"29,935",27.54,"57,288"
000009,Connecticut,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",90,15.53,"32,297",17.31,"35,997",14.64,"30,447",14.63,"30,436",22.24,"46,261"
000009,Connecticut,39-5092,Manicurists and Pedicurists,"4,050",14.2,"29,538",14.57,"30,301",13.75,"28,607",13.64,"28,367",16,"33,279"
000009,Connecticut,39-4031,"Morticians, Undertakers, and Funeral Arrangers",270,35.77,"74,398",37.05,"77,074",28.11,"58,469",25.18,"52,365",61.45,"127,818"
000009,Connecticut,39-9099,"Personal Care and Service Workers, All Other",270,18.74,"38,965",22.89,"47,620",15.08,"31,377",14.01,"29,140",23.69,"49,282"
000009,Connecticut,39-9032,Recreation Workers,"5,420",15.86,"32,976",18.37,"38,223",14.32,"29,778",13.98,"29,088",24.64,"51,247"
000009,Connecticut,39-9041,Residential Advisors,"1,590",18.85,"39,195",20.39,"42,415",15.53,"32,297",14.63,"30,436",28.2,"58,657"
000009,Connecticut,39-5093,Shampooers,N/A,14.14,"29,402",16.02,"33,321",13.85,"28,806",13.59,"28,262",21.6,"44,923"
000009,Connecticut,39-5094,Skincare Specialists,460,22.5,"46,815",30.24,"62,890",18.08,"37,617",18.07,"37,596",57.61,"119,823"
000009,Connecticut,39-7010,Tour and travel guides,390,17.54,"36,467",24.34,"50,619",15.02,"31,231",14.94,"31,074",51.19,"106,475"
000009,Connecticut,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",660,14.38,"29,914",15.24,"31,701",13.78,"28,660",13.59,"28,262",17.41,"36,216"
000009,Connecticut,41-0000,Sales and Related Occupations,"136,810",17.77,"36,970",26.33,"54,752",14.18,"29,512",13.94,"28,995",48.85,"101,590"
000009,Connecticut,41-3011,Advertising Sales Agents,900,29.56,"61,486",34.43,"71,602",18.63,"38,760",16.16,"33,608",62.63,"130,274"
000009,Connecticut,41-2011,Cashiers,"37,320",14.49,"30,143",15.31,"31,839",13.84,"28,788",13.71,"28,509",17.73,"36,887"
000009,Connecticut,41-2021,Counter and Rental Clerks,"3,340",17.59,"36,587",22.05,"45,866",14.48,"30,112",14.05,"29,212",35.05,"72,895"
000009,Connecticut,41-9011,Demonstrators and Product Promoters,170,16.92,"35,212",23.01,"47,852",14.86,"30,919",13.45,"27,971",34.29,"71,323"
000009,Connecticut,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",N/A,20.83,"43,321",21.21,"44,108",20.45,"42,525",20.38,"42,380",21.96,"45,680"
000009,Connecticut,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"1,920",40.56,"84,357",43.2,"89,849",25.26,"52,548",21.72,"45,183",64.01,"133,140"
000009,Connecticut,41-1011,First-Line Supervisors of Retail Sales Workers,"12,520",24.49,"50,955",27.43,"57,069",18.25,"37,953",17.06,"35,480",39.16,"81,471"
000009,Connecticut,41-2012,Gambling Change Persons and Booth Cashiers,160,18.68,"38,863",21.94,"45,638",14.52,"30,205",14.74,"30,660",40.07,"83,343"
000009,Connecticut,41-3021,Insurance Sales Agents,"4,700",37.81,"78,636",42.32,"88,019",23.1,"48,038",19.4,"40,332",69.16,"143,867"
000009,Connecticut,41-2022,Parts Salespersons,"1,990",18.19,"37,818",20.75,"43,156",15.06,"31,322",14.41,"29,967",29.58,"61,537"
000009,Connecticut,41-9021,Real Estate Brokers,100,44.17,"91,877",42.96,"89,343",27.85,"57,927",27.33,"56,841",58.51,"121,689"
000009,Connecticut,41-9022,Real Estate Sales Agents,400,23.91,"49,735",35.72,"74,302",19.22,"39,970",17.66,"36,732",78.23,"162,724"
000009,Connecticut,41-2031,Retail Salespersons,"39,620",15.41,"32,067",18.77,"39,060",13.97,"29,067",13.73,"28,560",25.78,"53,603"
000009,Connecticut,41-9099,"Sales and Related Workers, All Other",820,16.11,"33,505",26.43,"54,979",15.23,"31,674",14.41,"29,967",50.26,"104,538"
000009,Connecticut,41-9031,Sales Engineers,720,50.16,"104,331",53.59,"111,469",36.46,"75,843",35.08,"72,957",77.33,"160,852"
000009,Connecticut,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","8,800",32.18,"66,947",37.36,"77,716",20.11,"41,832",17.97,"37,384",64.25,"133,636"
000009,Connecticut,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","12,860",37.75,"78,512",44.07,"91,670",23.34,"48,535",20.82,"43,311",75.93,"157,924"
000009,Connecticut,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","2,730",38.81,"80,736",45.39,"94,411",25.46,"52,941",23.19,"48,235",71.93,"149,618"
000009,Connecticut,41-3031,"Securities, Commodities, and Financial Services Sales Agents","7,030",42.78,"88,991",55.7,"115,855",25.22,"52,455",23.12,"48,080",102.99,"214,207"
000009,Connecticut,41-9041,Telemarketers,310,23.42,"48,721",23.91,"49,724",16.13,"33,546",14.77,"30,722",33.78,"70,268"
000009,Connecticut,41-3041,Travel Agents,320,23.02,"47,873",24.81,"51,597",18.06,"37,560",16.76,"34,860",31.66,"65,861"
000009,Connecticut,43-0000,Office and Administrative Support Occupations,"214,390",23.53,"48,941",25.54,"53,145",16.91,"35,182",15.47,"32,187",38.04,"79,124"
000009,Connecticut,43-3011,Bill and Account Collectors,760,24.67,"51,296",27.2,"56,575",20.19,"41,990",19.12,"39,769",42.07,"87,512"
000009,Connecticut,43-3021,Billing and Posting Clerks,"5,450",23.83,"49,571",24.98,"51,947",19.35,"40,234",18.5,"38,478",32.7,"68,030"
000009,Connecticut,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","16,350",24.84,"51,668",26.11,"54,302",18.97,"39,438",17.56,"36,525",36.1,"75,096"
000009,Connecticut,43-4011,Brokerage Clerks,400,36.28,"75,447",40.04,"83,287",23.66,"49,231",22.79,"47,392",66.26,"137,827"
000009,Connecticut,43-5011,Cargo and Freight Agents,400,29.76,"61,895",35.48,"73,794",20.97,"43,622",19.17,"39,882",61.74,"128,427"
000009,Connecticut,43-5021,Couriers and Messengers,800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,43-4031,"Court, Municipal, and License Clerks","1,270",26.51,"55,129",27.46,"57,102",22.11,"45,977",22.27,"46,328",36.34,"75,581"
000009,Connecticut,43-4041,"Credit Authorizers, Checkers, and Clerks",30,25.15,"52,309",27.05,"56,275",18.75,"38,994",16.99,"35,337",41.19,"85,694"
000009,Connecticut,43-4051,Customer Service Representatives,"30,140",21.13,"43,952",23.15,"48,156",15.56,"32,352",14.57,"30,317",32.6,"67,803"
000009,Connecticut,43-9021,Data Entry Keyers,"1,650",17.97,"37,383",18.73,"38,963",14.55,"30,266",14.61,"30,379",25.68,"53,414"
000009,Connecticut,43-9031,Desktop Publishers,30,29.52,"61,399",28.77,"59,839",23,"47,857",23.51,"48,900",33.59,"69,879"
000009,Connecticut,43-5032,"Dispatchers, Except Police, Fire, and Ambulance","2,540",24.51,"50,976",28.21,"58,672",19.36,"40,275",18.23,"37,920",44.97,"93,544"
000009,Connecticut,43-4061,"Eligibility Interviewers, Government Programs","1,310",30.46,"63,361",29.46,"61,264",22.52,"46,834",22.38,"46,566",35.85,"74,579"
000009,Connecticut,43-6011,Executive Secretaries and Executive Administrative Assistants,"6,000",36.76,"76,470",38.06,"79,176",26.88,"55,914",25.45,"52,939",52.55,"109,297"
000009,Connecticut,43-4071,File Clerks,480,20.25,"42,114",22.11,"45,977",15.38,"31,991",14.49,"30,152",31.46,"65,448"
000009,Connecticut,43-3099,"Financial Clerks, All Other",360,23.12,"48,074",24.42,"50,801",20.02,"41,638",18.98,"39,469",34.13,"70,985"
000009,Connecticut,43-1011,First-Line Supervisors of Office and Administrative Support Workers,"26,670",31.87,"66,285",34.49,"71,749",22.98,"47,795",21.34,"44,376",50.06,"104,111"
000009,Connecticut,43-4081,"Hotel, Motel, and Resort Desk Clerks","1,550",17.44,"36,277",17.37,"36,143",14.29,"29,718",14.1,"29,336",19.57,"40,709"
000009,Connecticut,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",870,24.9,"51,803",25.52,"53,104",19.36,"40,275",18.45,"38,374",32.05,"66,656"
000009,Connecticut,43-4199,"Information and Record Clerks, All Other",670,23.15,"48,146",23.78,"49,458",17.01,"35,399",15.48,"32,207",32.02,"66,594"
000009,Connecticut,43-9041,Insurance Claims and Policy Processing Clerks,"3,670",24.67,"51,307",26.6,"55,335",20,"41,587",18.72,"38,932",36.17,"75,240"
000009,Connecticut,43-4111,"Interviewers, Except Eligibility and Loan","1,490",23.2,"48,260",24.07,"50,067",17.79,"36,990",16.92,"35,193",32.02,"66,615"
000009,Connecticut,43-6012,Legal Secretaries and Administrative Assistants,"1,280",27.51,"57,226",29.09,"60,500",21.41,"44,541",19.26,"40,068",39.76,"82,688"
000009,Connecticut,43-4121,"Library Assistants, Clerical","1,330",17.9,"37,238",19.1,"39,727",14.31,"29,749",13.71,"28,510",24.59,"51,152"
000009,Connecticut,43-4131,Loan Interviewers and Clerks,"1,670",24.62,"51,203",25.09,"52,195",18.92,"39,366",17.95,"37,341",32.1,"66,770"
000009,Connecticut,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",860,17.95,"37,331",20.57,"42,775",15.66,"32,559",14.98,"31,154",24.82,"51,627"
000009,Connecticut,43-6013,Medical Secretaries and Administrative Assistants,"5,000",22.96,"47,753",22.99,"47,815",18.44,"38,354",18.16,"37,765",29.26,"60,872"
000009,Connecticut,43-5041,"Meter Readers, Utilities",80,34.15,"71,036",31.41,"65,324",20.6,"42,837",18.03,"37,486",39.93,"83,060"
000009,Connecticut,43-4141,New Accounts Clerks,180,22.8,"47,413",24.15,"50,243",19.27,"40,099",18.91,"39,345",31.6,"65,727"
000009,Connecticut,43-9199,"Office and Administrative Support Workers, All Other","3,050",14.1,"29,336",17.8,"37,031",13.58,"28,241",13.43,"27,931",27.21,"56,596"
000009,Connecticut,43-9061,"Office Clerks, General","25,890",20.28,"42,186",21.73,"45,212",15.71,"32,672",14.84,"30,865",30.32,"63,072"
000009,Connecticut,43-9071,"Office Machine Operators, Except Computer",150,21.71,"45,161",22.75,"47,299",17.18,"35,720",16.63,"34,594",29.8,"61,977"
000009,Connecticut,43-3051,Payroll and Timekeeping Clerks,"1,750",28.06,"58,362",28.49,"59,261",21.33,"44,355",19.6,"40,760",38.22,"79,506"
000009,Connecticut,43-5051,Postal Service Clerks,"1,020",27.48,"57,153",28.06,"58,352",22.15,"46,070",19.75,"41,081",34.57,"71,914"
000009,Connecticut,43-5052,Postal Service Mail Carriers,"4,740",26.23,"54,550",27.77,"57,763",20.23,"42,062",19.69,"40,946",35.43,"73,691"
000009,Connecticut,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","1,150",27.91,"58,052",27.67,"57,566",20.02,"41,628",19.16,"39,851",33.93,"70,582"
000009,Connecticut,43-3061,Procurement Clerks,550,23.58,"49,045",24.48,"50,914",18.15,"37,754",18.47,"38,416",32.35,"67,297"
000009,Connecticut,43-5061,"Production, Planning, and Expediting Clerks","4,370",29.58,"61,543",31.73,"65,995",21.22,"44,138",19.62,"40,802",48.57,"101,023"
000009,Connecticut,43-9081,Proofreaders and Copy Markers,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,43-5031,Public Safety Telecommunicators,"1,350",30.18,"62,773",29.29,"60,944",21.95,"45,657",21.35,"44,407",37.42,"77,833"
000009,Connecticut,43-4171,Receptionists and Information Clerks,"13,580",18.44,"38,343",19.43,"40,419",14.91,"30,999",14.42,"29,997",25.66,"53,383"
000009,Connecticut,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,360,18.64,"38,777",21.03,"43,756",15.68,"32,610",15.34,"31,908",29.91,"62,215"
000009,Connecticut,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","24,640",24.82,"51,637",26.36,"54,829",18.56,"38,612",17.43,"36,246",37.67,"78,349"
000009,Connecticut,43-5071,"Shipping, Receiving, and Inventory Clerks","7,570",20.49,"42,620",21.59,"44,913",16.37,"34,046",15.47,"32,197",29.27,"60,893"
000009,Connecticut,43-9111,Statistical Assistants,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,43-2011,"Switchboard Operators, Including Answering Service",470,17.93,"37,290",19.39,"40,326",15.1,"31,412",15.13,"31,484",25.35,"52,732"
000009,Connecticut,43-2021,Telephone Operators,50,18.71,"38,922",20.5,"42,661",16.68,"34,697",16.12,"33,540",26.15,"54,395"
000009,Connecticut,43-3071,Tellers,"3,620",19.48,"40,533",20.78,"43,229",16.82,"34,965",15.36,"31,960",26.45,"55,025"
000009,Connecticut,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",310,23.65,"49,189",25.67,"53,393",17.86,"37,155",16.4,"34,108",39.52,"82,202"
000009,Connecticut,43-9022,Word Processors and Typists,240,25.41,"52,856",27.09,"56,368",17.98,"37,403",16.07,"33,426",37.14,"77,255"
000009,Connecticut,45-0000,"Farming, Fishing, and Forestry Occupations",750,18.05,"37,535",20.24,"42,092",14.55,"30,251",14.4,"29,952",31.41,"65,318"
000009,Connecticut,45-2011,Agricultural Inspectors,20,38.58,"80,247",38.78,"80,660",33.24,"69,140",32.48,"67,570",45.54,"94,732"
000009,Connecticut,45-2099,"Agricultural Workers, All Other",20,29.82,"62,011",27.34,"56,866",23.46,"48,807",23.01,"47,857",30.28,"62,983"
000009,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",540,17.79,"37,008",18.5,"38,486",14.68,"30,541",14.54,"30,231",22.82,"47,464"
000009,Connecticut,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",80,14.56,"30,272",14.85,"30,882",13.74,"28,578",13.43,"27,937",15.79,"32,834"
000009,Connecticut,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",60,26.64,"55,389",29.42,"61,195",20.16,"41,937",19.63,"40,821",45.23,"94,081"
000009,Connecticut,45-4011,Forest and Conservation Workers,20,13.48,"28,040",23.58,"49,035",13.48,"28,040",13.48,"28,040",36.84,"76,621"
000009,Connecticut,47-0000,Construction and Extraction Occupations,"49,320",31.31,"65,111",32.92,"68,458",21.15,"43,993",19.02,"39,560",47.42,"98,638"
000009,Connecticut,47-2011,Boilermakers,230,25.75,"53,560",30.29,"63,014",23.27,"48,384",23.76,"49,438",42.77,"88,967"
000009,Connecticut,47-2021,Brickmasons and Blockmasons,440,38.05,"79,152",37.13,"77,220",23.13,"48,125",19.3,"40,139",49.76,"103,493"
000009,Connecticut,47-2031,Carpenters,"6,720",30.65,"63,747",30.96,"64,398",21.65,"45,026",20.29,"42,216",38.95,"81,022"
000009,Connecticut,47-2041,Carpet Installers,60,34.34,"71,434",30.75,"63,954",19.27,"40,077",15.78,"32,814",39.45,"82,055"
000009,Connecticut,47-2051,Cement Masons and Concrete Finishers,700,29.1,"60,534",30.74,"63,923",23.18,"48,229",22.48,"46,751",41.74,"86,808"
000009,Connecticut,47-4011,Construction and Building Inspectors,900,41.56,"86,467",47.13,"98,028",31.76,"66,061",29.28,"60,896",62.98,"131,007"
000009,Connecticut,47-2061,Construction Laborers,"7,830",24.64,"51,256",26.36,"54,810",18.58,"38,641",17.72,"36,843",35.69,"74,224"
000009,Connecticut,47-2081,Drywall and Ceiling Tile Installers,120,24.6,"51,163",26.5,"55,120",23.03,"47,888",23.01,"47,857",33.25,"69,151"
000009,Connecticut,47-5023,"Earth Drillers, Except Oil and Gas",80,25.75,"53,550",30.54,"63,520",18.89,"39,292",18.04,"37,515",53.1,"110,436"
000009,Connecticut,47-2111,Electricians,"7,160",32.13,"66,836",33.55,"69,781",21.79,"45,326",18.98,"39,467",47.19,"98,142"
000009,Connecticut,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",110,37.77,"78,563",41.43,"86,177",28.44,"59,160",23.76,"49,427",70.18,"145,988"
000009,Connecticut,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",20,35.9,"74,678",39.42,"81,993",30.64,"63,747",29.81,"61,991",56.19,"116,873"
