Area Code,Area Name,SOC Code,SOC Title,Employment ,Median,,Mean,,Entry Level,,10th Percentile,,90th Percentile,
000009,Connecticut,23-1023,"Judges, Magistrate Judges, and Magistrates",190,97.59,"202,993",84.47,"175,683",55.68,"115,806",35.18,"73,168",97.59,"202,993"
000009,Connecticut,23-1012,Judicial Law Clerks,290,44.09,"91,715",42.68,"88,765",29.46,"61,268",27.49,"57,176",62.71,"130,438"
000009,Connecticut,23-1011,Lawyers,"8,380",73.25,"152,370",87.14,"181,228",43.25,"89,970",39.12,"81,361",>115.00,">239,200"
000009,Connecticut,23-2099,"Legal Support Workers, All Other",N/A,46.71,"97,156",43.35,"90,178",30.95,"64,362",30.36,"63,158",57.44,"119,462"
000009,Connecticut,23-2011,Paralegals and Legal Assistants,"4,860",31.69,"65,930",33.6,"69,897",23.65,"49,191",23.15,"48,131",45.72,"95,110"
000009,Connecticut,23-2093,"Title Examiners, Abstractors, and Searchers",80,32,"66,574",31.53,"65,588",20.73,"43,105",20.78,"43,230",50.52,"105,079"
000009,Connecticut,25-0000,Educational Instruction and Library Occupations,"119,900",31.8,"66,128",37.63,"78,288",18.85,"39,191",15.95,"33,178",57.88,"120,386"
000009,Connecticut,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",360,39.27,"81,683",37.95,"78,952",28.13,"58,505",27,"56,159",47.31,"98,402"
000009,Connecticut,25-1061,"Anthropology and Archeology Teachers, Postsecondary",90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,25-1031,"Architecture Teachers, Postsecondary",N/A,N/A,"104,913",N/A,"120,656",N/A,"54,746",N/A,"47,425",N/A,"211,914"
000009,Connecticut,25-4011,Archivists,40,32.33,"67,239",34.22,"71,174",20.53,"42,700",15.97,"33,209",43.38,"90,230"
000009,Connecticut,25-1121,"Art, Drama, and Music Teachers, Postsecondary",960,N/A,"98,807",N/A,"99,846",N/A,"69,471",N/A,"64,487",N/A,"130,116"
000009,Connecticut,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",180,N/A,"104,207",N/A,"132,037",N/A,"71,673",N/A,"65,608",N/A,"238,259"
000009,Connecticut,25-1042,"Biological Science Teachers, Postsecondary",900,N/A,"101,081",N/A,"120,708",N/A,"69,129",N/A,"62,358",N/A,"220,003"
000009,Connecticut,25-1011,"Business Teachers, Postsecondary","1,080",N/A,"103,075",N/A,"112,660",N/A,"76,128",N/A,"79,170",N/A,"162,692"
000009,Connecticut,25-2023,"Career/Technical Education Teachers, Middle School",80,N/A,"81,154",N/A,"83,843",N/A,"60,084",N/A,"59,980",N/A,"106,045"
000009,Connecticut,25-1194,"Career/Technical Education Teachers, Postsecondary",760,24.92,"51,839",28.04,"58,329",19.9,"41,371",18.49,"38,474",40.33,"83,885"
000009,Connecticut,25-2032,"Career/Technical Education Teachers, Secondary School","1,530",N/A,"85,796",N/A,"89,710",N/A,"70,603",N/A,"66,886",N/A,"109,306"
000009,Connecticut,25-1052,"Chemistry Teachers, Postsecondary",280,N/A,"100,251",N/A,"116,689",N/A,"65,536",N/A,"63,168",N/A,"180,688"
000009,Connecticut,25-1122,"Communications Teachers, Postsecondary",350,N/A,"100,479",N/A,"96,419",N/A,"67,218",N/A,"62,161",N/A,"130,313"
000009,Connecticut,25-1021,"Computer Science Teachers, Postsecondary",430,N/A,"110,147",N/A,"131,964",N/A,"75,692",N/A,"68,371",N/A,"218,134"
000009,Connecticut,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",130,N/A,"65,432",N/A,"77,031",N/A,"49,616",N/A,"46,823",N/A,"121,954"
000009,Connecticut,25-4012,Curators,150,34,"70,728",37.03,"77,010",23.73,"49,346",22.96,"47,758",51.66,"107,468"
000009,Connecticut,25-1063,"Economics Teachers, Postsecondary",230,N/A,"130,884",N/A,"194,821",N/A,"89,357",N/A,"83,324",N/A,">239,200"
000009,Connecticut,25-1081,"Education Teachers, Postsecondary",560,N/A,"81,341",N/A,"89,991",N/A,"66,252",N/A,"62,659",N/A,"127,167"
000009,Connecticut,25-9099,"Educational Instruction and Library Workers, All Other",340,26.43,"54,964",31.16,"64,830",19.72,"41,008",17.59,"36,584",51.95,"108,060"
000009,Connecticut,25-2021,"Elementary School Teachers, Except Special Education","16,890",N/A,"84,456",N/A,"87,831",N/A,"57,010",N/A,"51,735",N/A,"111,227"
000009,Connecticut,25-1032,"Engineering Teachers, Postsecondary",490,N/A,"86,034",N/A,"107,468",N/A,"70,385",N/A,"64,248",N/A,"168,704"
000009,Connecticut,25-1123,"English Language and Literature Teachers, Postsecondary",630,N/A,"93,366",N/A,"97,114",N/A,"70,427",N/A,"64,258",N/A,"132,027"
000009,Connecticut,25-1053,"Environmental Science Teachers, Postsecondary",N/A,N/A,"100,562",N/A,"99,493",N/A,"61,153",N/A,"62,296",N/A,"153,751"
000009,Connecticut,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",20,N/A,"96,356",N/A,"92,649",N/A,"70,998",N/A,"67,249",N/A,"115,682"
000009,Connecticut,25-9021,Farm and Home Management Educators,30,20.29,"42,192",26.5,"55,120",19.2,"39,949",19.09,"39,710",46.54,"96,803"
000009,Connecticut,25-1124,"Foreign Language and Literature Teachers, Postsecondary",350,N/A,"100,209",N/A,"110,801",N/A,"66,439",N/A,"64,061",N/A,"179,826"
000009,Connecticut,25-1064,"Geography Teachers, Postsecondary",40,N/A,"84,944",N/A,"93,054",N/A,"64,913",N/A,"63,043",N/A,"131,923"
000009,Connecticut,25-1071,"Health Specialties Teachers, Postsecondary",N/A,N/A,"108,112",N/A,"155,059",N/A,"85,266",N/A,"80,801",N/A,">239,200"
000009,Connecticut,25-1125,"History Teachers, Postsecondary",270,N/A,"103,605",N/A,"132,930",N/A,"77,550",N/A,"76,325",N/A,">239,200"
000009,Connecticut,25-9031,Instructional Coordinators,"1,600",38.9,"80,925",41.97,"87,312",24.6,"51,174",22.95,"47,737",66.29,"137,894"
000009,Connecticut,25-2012,"Kindergarten Teachers, Except Special Education","1,490",N/A,"81,901",N/A,"84,643",N/A,"58,350",N/A,"53,729",N/A,"110,583"
000009,Connecticut,25-1112,"Law Teachers, Postsecondary",N/A,N/A,"106,824",N/A,"138,860",N/A,"43,427",N/A,"31,257",N/A,">239,200"
000009,Connecticut,25-4022,Librarians and Media Collections Specialists,"2,400",36.73,"76,398",36.79,"76,533",23.95,"49,803",19.23,"40,001",51.85,"107,852"
000009,Connecticut,25-1082,"Library Science Teachers, Postsecondary",20,N/A,"109,275",N/A,"108,444",N/A,"79,596",N/A,"78,225",N/A,"131,092"
000009,Connecticut,25-4031,Library Technicians,960,25.39,"52,815",26.97,"56,107",17.76,"36,927",17.58,"36,574",38.26,"79,575"
000009,Connecticut,25-1022,"Mathematical Science Teachers, Postsecondary",570,N/A,"87,509",N/A,"104,020",N/A,"66,834",N/A,"62,327",N/A,"134,207"
000009,Connecticut,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","8,450",N/A,"83,002",N/A,"85,775",N/A,"57,249",N/A,"51,880",N/A,"110,365"
000009,Connecticut,25-4013,Museum Technicians and Conservators,190,37.03,"77,021",33.65,"69,991",23.73,"49,346",22.44,"46,678",46.13,"95,951"
000009,Connecticut,25-1072,"Nursing Instructors and Teachers, Postsecondary",990,N/A,"94,487",N/A,"103,688",N/A,"66,875",N/A,"60,707",N/A,"187,967"
000009,Connecticut,25-1126,"Philosophy and Religion Teachers, Postsecondary",300,N/A,"80,271",N/A,"89,233",N/A,"58,215",N/A,"59,399",N/A,"133,844"
000009,Connecticut,25-1054,"Physics Teachers, Postsecondary",180,N/A,"122,380",N/A,"152,494",N/A,"70,416",N/A,"64,715",N/A,">239,200"
000009,Connecticut,25-1065,"Political Science Teachers, Postsecondary",240,N/A,"102,587",N/A,"132,120",N/A,"67,135",N/A,"60,863",N/A,"227,064"
000009,Connecticut,25-1199,"Postsecondary Teachers, All Other","2,910",N/A,"82,317",N/A,"101,206",N/A,"54,715",N/A,"50,437",N/A,"174,114"
000009,Connecticut,25-2011,"Preschool Teachers, Except Special Education","6,380",17.63,"36,678",19.33,"40,198",14.54,"30,239",14.34,"29,824",25.29,"52,586"
000009,Connecticut,25-1066,"Psychology Teachers, Postsecondary",560,N/A,"102,556",N/A,"102,753",N/A,"70,447",N/A,"63,396",N/A,"130,583"
000009,Connecticut,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",110,N/A,"83,366",N/A,"88,932",N/A,"63,220",N/A,"54,694",N/A,"115,235"
000009,Connecticut,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","15,270",N/A,"81,891",N/A,"83,314",N/A,"54,445",N/A,"50,333",N/A,"110,718"
000009,Connecticut,25-3021,Self-Enrichment Teachers,"3,010",24.55,"51,070",29.15,"60,634",15.91,"33,085",14.25,"29,637",42.58,"88,547"
000009,Connecticut,25-1113,"Social Work Teachers, Postsecondary",240,N/A,"83,137",N/A,"85,609",N/A,"54,175",N/A,"48,360",N/A,"128,828"
000009,Connecticut,25-1067,"Sociology Teachers, Postsecondary",170,N/A,"85,235",N/A,"110,583",N/A,"69,129",N/A,"64,570",N/A,"168,642"
000009,Connecticut,25-2059,"Special Education Teachers, All Other","1,160",N/A,"64,508",N/A,"67,592",N/A,"40,831",N/A,"39,855",N/A,"106,357"
000009,Connecticut,25-2052,"Special Education Teachers, Kindergarten and Elementary School","2,620",N/A,"83,760",N/A,"84,456",N/A,"57,187",N/A,"52,057",N/A,"109,815"
000009,Connecticut,25-2057,"Special Education Teachers, Middle School","1,020",N/A,"84,196",N/A,"85,681",N/A,"58,859",N/A,"52,939",N/A,"109,005"
000009,Connecticut,25-2051,"Special Education Teachers, Preschool",320,N/A,"64,414",N/A,"68,173",N/A,"46,512",N/A,"41,029",N/A,"94,498"
000009,Connecticut,25-2058,"Special Education Teachers, Secondary School","1,450",N/A,"86,284",N/A,"87,841",N/A,"60,572",N/A,"59,284",N/A,"109,171"
000009,Connecticut,25-3031,"Substitute Teachers, Short-Term","3,610",18.48,"38,453",31.83,"66,190",14.86,"30,904",14.73,"30,634",96.71,"201,155"
000009,Connecticut,25-3099,"Teachers and Instructors, All Other","2,280",N/A,"64,393",N/A,"76,252",N/A,"40,322",N/A,"32,576",N/A,"120,832"
000009,Connecticut,25-9045,"Teaching Assistants, Except Postsecondary","20,550",N/A,"39,232",N/A,"40,966",N/A,"31,080",N/A,"29,730",N/A,"50,914"
000009,Connecticut,25-9044,"Teaching Assistants, Postsecondary","3,700",N/A,"61,745",N/A,"61,756",N/A,"53,531",N/A,"47,862",N/A,"78,059"
000009,Connecticut,25-3041,Tutors,"2,880",25.13,"52,275",27.24,"56,647",19.13,"39,793",18.08,"37,602",37.6,"78,215"
000009,Connecticut,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations","21,300",31.45,"65,421",38.52,"80,115",18.75,"39,014",17.11,"35,598",64.86,"134,914"
000009,Connecticut,27-2011,Actors,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,27-1011,Art Directors,640,51.45,"107,032",56.25,"117,011",34.82,"72,431",32.5,"67,602",83.81,"174,322"
000009,Connecticut,27-1019,"Artists and Related Workers, All Other",20,40.79,"84,840",41.57,"86,450",23.47,"48,827",19.84,"41,288",64.94,"135,090"
000009,Connecticut,27-2021,Athletes and Sports Competitors,210,N/A,"83,553",N/A,"101,092",N/A,"49,461",N/A,"41,901",N/A,"179,753"
000009,Connecticut,27-4011,Audio and Video Technicians,620,26.11,"54,300",30.02,"62,441",19.39,"40,322",19.78,"41,143",46.87,"97,499"
000009,Connecticut,27-3011,Broadcast Announcers and Radio Disc Jockeys,260,23.76,"49,430",46.44,"96,595",14.48,"30,104",13.83,"28,775",>115.00,">239,200"
000009,Connecticut,27-4012,Broadcast Technicians,130,21,"43,687",24.84,"51,652",17.83,"37,083",17.74,"36,896",39.17,"81,476"
000009,Connecticut,27-4031,"Camera Operators, Television, Video, and Film",420,34.31,"71,351",37.35,"77,696",23.89,"49,700",19.73,"41,039",54.59,"113,553"
000009,Connecticut,27-2032,Choreographers,70,34.83,"72,441",41.5,"86,304",29,"60,323",26.19,"54,466",58.51,"121,684"
000009,Connecticut,27-2022,Coaches and Scouts,"3,570",N/A,"45,681",N/A,"62,213",N/A,"33,064",N/A,"31,787",N/A,"108,018"
000009,Connecticut,27-1021,Commercial and Industrial Designers,250,37.27,"77,509",39.5,"82,171",21.82,"45,380",18.01,"37,456",61.2,"127,291"
000009,Connecticut,27-3092,Court Reporters and Simultaneous Captioners,190,26.76,"55,660",29.14,"60,613",22.31,"46,397",19.62,"40,800",33.77,"70,240"
000009,Connecticut,27-1012,Craft Artists,50,25.02,"52,026",26.32,"54,757",19.24,"40,021",18.57,"38,619",35.91,"74,695"
000009,Connecticut,27-1029,"Designers, All Other",30,36.5,"75,920",34.91,"72,607",25.18,"52,389",21.27,"44,237",45.6,"94,851"
000009,Connecticut,27-2091,"Disc Jockeys, Except Radio",60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,27-3041,Editors,"1,980",34.94,"72,680",38.41,"79,897",19.45,"40,447",18.13,"37,726",65.71,"136,679"
000009,Connecticut,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",60,49.4,N/A,48.95,N/A,45.47,N/A,47.98,N/A,51.98,N/A
000009,Connecticut,27-1022,Fashion Designers,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,27-4032,Film and Video Editors,480,31.45,"65,421",34.2,"71,133",20,"41,600",19.48,"40,530",61.95,"128,870"
000009,Connecticut,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",80,20.77,"43,199",28.19,"58,640",20.52,"42,680",20.59,"42,835",44.27,"92,078"
000009,Connecticut,27-1023,Floral Designers,360,20.16,"41,932",21.17,"44,050",16.34,"34,009",15.02,"31,236",28.83,"59,949"
000009,Connecticut,27-1024,Graphic Designers,"1,590",31.78,"66,096",33.75,"70,188",21.34,"44,383",19.55,"40,665",49.9,"103,792"
000009,Connecticut,27-1025,Interior Designers,690,31.07,"64,632",33.7,"70,094",22.52,"46,854",20.45,"42,524",49.52,"103,013"
000009,Connecticut,27-3091,Interpreters and Translators,230,36.08,"75,037",37.93,"78,900",24.26,"50,458",21.87,"45,483",47.85,"99,524"
000009,Connecticut,27-4099,"Media and Communication Equipment Workers, All Other",40,33.66,"70,011",36.37,"75,629",25.55,"53,137",24.94,"51,891",49.94,"103,875"
000009,Connecticut,27-3099,"Media and Communication Workers, All Other",110,20.85,"43,365",25.14,"52,296",18.86,"39,222",17.98,"37,384",34.94,"72,690"
000009,Connecticut,27-1026,Merchandise Displayers and Window Trimmers,"1,490",18.94,"39,398",20.41,"42,441",15.82,"32,887",15.21,"31,641",26.55,"55,224"
000009,Connecticut,27-2041,Music Directors and Composers,280,47.79,"99,389",49.43,"102,805",24.11,"50,156",22.27,"46,325",78.83,"163,959"
000009,Connecticut,27-2042,Musicians and Singers,510,51.57,N/A,74.36,N/A,29.53,N/A,26.38,N/A,>115.00,N/A
000009,Connecticut,27-3023,"News Analysts, Reporters, and Journalists",400,28.45,"59,180",37.45,"77,893",18.9,"39,315",17.65,"36,719",59.73,"124,238"
000009,Connecticut,27-4021,Photographers,370,23.75,"49,388",27.28,"56,740",17.79,"36,999",17.45,"36,283",41.66,"86,668"
000009,Connecticut,27-2012,Producers and Directors,"2,100",43.84,"91,185",58.1,"120,843",24.65,"51,268",21.95,"45,670",112.62,"234,250"
000009,Connecticut,27-3031,Public Relations Specialists,"2,040",35.32,"73,459",39.32,"81,777",24.21,"50,343",23.02,"47,882",58.3,"121,269"
000009,Connecticut,27-1027,Set and Exhibit Designers,40,28.66,"59,617",32.05,"66,647",22.23,"46,252",18.62,"38,723",45.88,"95,422"
000009,Connecticut,27-4014,Sound Engineering Technicians,20,30.93,"64,341",33.31,"69,284",20.2,"42,005",16.38,"34,071",53.52,"111,331"
000009,Connecticut,27-1014,Special Effects Artists and Animators,130,43.66,"90,801",49.75,"103,490",35.48,"73,802",33.84,"70,396",72.15,"150,064"
000009,Connecticut,27-3042,Technical Writers,650,45.75,"95,162",46.63,"96,980",30.96,"64,383",26.52,"55,162",62.77,"130,573"
000009,Connecticut,27-3043,Writers and Authors,880,34.81,"72,400",43.59,"90,676",22.2,"46,179",17.08,"35,525",83.41,"173,481"
000009,Connecticut,29-0000,Healthcare Practitioners and Technical Occupations,"105,830",42.06,"87,478",53.08,"110,406",26.93,"56,013",23.4,"48,651",83.97,"174,644"
000009,Connecticut,29-1291,Acupuncturists,10,52.97,"110,178",52.66,"109,534",47.74,"99,285",44.27,"92,078",62.41,"129,815"
000009,Connecticut,29-1211,Anesthesiologists,220,>115.00,">239,200",192.14,"399,652",>115.00,">239,200",86.46,"179,847",>115.00,">239,200"
000009,Connecticut,29-9091,Athletic Trainers,710,N/A,"59,305",N/A,"60,634",N/A,"49,533",N/A,"48,485",N/A,"69,253"
000009,Connecticut,29-1181,Audiologists,190,39.48,"82,119",41.61,"86,543",32.62,"67,851",30.33,"63,085",55.14,"114,706"
000009,Connecticut,29-1212,Cardiologists,200,>115.00,">239,200",175.38,"364,792",92.44,"192,277",66.2,"137,697",>115.00,">239,200"
000009,Connecticut,29-2031,Cardiovascular Technologists and Technicians,470,40.87,"85,017",40.76,"84,778",27.51,"57,207",23.71,"49,315",53.41,"111,081"
000009,Connecticut,29-1011,Chiropractors,200,49.73,"103,439",48.73,"101,372",27.31,"56,802",24.26,"50,447",72.64,"151,092"
000009,Connecticut,29-2010,Clinical Laboratory Technologists and Technicians,"3,690",39.05,"81,206",36.93,"76,803",24.85,"51,683",23.05,"47,955",50.57,"105,194"
000009,Connecticut,29-1292,Dental Hygienists,"3,150",46.67,"97,073",46.02,"95,723",40.77,"84,809",40.97,"85,214",50.73,"105,505"
000009,Connecticut,29-1029,"Dentists, All Other Specialists",10,105.16,"218,736",99.72,"207,428",63.79,"132,691",54.76,"113,896",>115.00,">239,200"
000009,Connecticut,29-1021,"Dentists, General","1,360",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,29-2032,Diagnostic Medical Sonographers,"1,000",47.22,"98,205",47.39,"98,579",37.13,"77,228",37.24,"77,457",64.79,"134,747"
000009,Connecticut,29-2051,Dietetic Technicians,190,18.02,"37,477",18.37,"38,214",14.07,"29,253",13.99,"29,087",24.12,"50,188"
000009,Connecticut,29-1031,Dietitians and Nutritionists,790,37.78,"78,589",36.39,"75,692",26.77,"55,681",25.47,"52,971",46.65,"97,021"
000009,Connecticut,29-2042,Emergency Medical Technicians,"2,730",20.39,"42,420",22.84,"47,498",18.28,"38,017",18.16,"37,768",25.5,"53,043"
000009,Connecticut,29-1214,Emergency Medicine Physicians,420,>115.00,">239,200",167.74,"348,894",81.94,"170,449",37.23,"77,436",>115.00,">239,200"
000009,Connecticut,29-1128,Exercise Physiologists,60,31.77,"66,065",33.45,"69,575",26.78,"55,702",25.4,"52,836",41.14,"85,567"
000009,Connecticut,29-1215,Family Medicine Physicians,880,>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",>115.00,">239,200"
000009,Connecticut,29-1216,General Internal Medicine Physicians,920,108.94,"226,597",128.46,"267,200",73.78,"153,470",68.45,"142,380",>115.00,">239,200"
000009,Connecticut,29-9092,Genetic Counselors,40,54.16,"112,660",52.42,"109,025",42.56,"88,527",42.44,"88,277",61.92,"128,797"
000009,Connecticut,29-9021,Health Information Technologists and Medical Registrars,270,22.07,"45,899",24.6,"51,164",19.48,"40,509",19.24,"40,032",35.25,"73,324"
000009,Connecticut,29-2099,"Health Technologists and Technicians, All Other",930,25.54,"53,116",33.63,"69,970",19.5,"40,551",18.74,"38,983",59.27,"123,293"
000009,Connecticut,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",430,31.83,"66,211",39.36,"81,860",22.93,"47,685",20.36,"42,358",64.16,"133,470"
000009,Connecticut,29-9099,"Healthcare Practitioners and Technical Workers, All Other",640,23.43,"48,734",34.39,"71,538",17.68,"36,781",16.91,"35,161",53.97,"112,244"
000009,Connecticut,29-2092,Hearing Aid Specialists,N/A,36.68,"76,283",35.99,"74,871",30.74,"63,936",27.78,"57,779",40.21,"83,625"
000009,Connecticut,29-2061,Licensed Practical and Licensed Vocational Nurses,"8,800",30.84,"64,144",31.27,"65,027",27.39,"56,979",25.94,"53,968",35.94,"74,767"
000009,Connecticut,29-2035,Magnetic Resonance Imaging Technologists,270,46.13,"95,951",44.64,"92,867",36.11,"75,089",37.81,"78,641",52.88,"109,981"
000009,Connecticut,29-2072,Medical Records Specialists,"1,590",30.16,"62,711",30.16,"62,732",21.88,"45,515",20.46,"42,555",39.2,"81,538"
000009,Connecticut,29-1217,Neurologists,70,>115.00,">239,200",146.44,"304,604",56.92,"118,382",30.95,"64,362",>115.00,">239,200"
000009,Connecticut,29-2033,Nuclear Medicine Technologists,190,50.53,"105,110",50.55,"105,142",42.16,"87,706",40.64,"84,539",64.85,"134,893"
000009,Connecticut,29-1151,Nurse Anesthetists,560,108.71,"226,130",120.11,"249,827",63.6,"132,286",31.06,"64,601",>115.00,">239,200"
000009,Connecticut,29-1161,Nurse Midwives,240,59.27,"123,293",56.4,"117,302",45.32,"94,248",36.81,"76,574",71.78,"149,306"
000009,Connecticut,29-1171,Nurse Practitioners,"2,910",64.94,"135,090",65.65,"136,544",51.94,"108,039",50.25,"104,519",81.83,"170,200"
000009,Connecticut,29-1218,Obstetricians and Gynecologists,470,>115.00,">239,200",162.33,"337,637",80.37,"167,178",49.92,"103,823",>115.00,">239,200"
000009,Connecticut,29-1122,Occupational Therapists,"2,250",48.1,"100,043",47.63,"99,067",36.93,"76,813",35.65,"74,155",61.76,"128,454"
000009,Connecticut,29-2057,Ophthalmic Medical Technicians,770,22.48,"46,771",22.86,"47,550",18.62,"38,734",18.9,"39,315",29.83,"62,057"
000009,Connecticut,29-1241,"Ophthalmologists, Except Pediatric",N/A,98.77,"205,434",104.74,"217,864",79.42,"165,184",78.48,"163,252",>115.00,">239,200"
000009,Connecticut,29-2081,"Opticians, Dispensing",520,35.35,"73,511",32.78,"68,184",22.51,"46,823",19.34,"40,219",43.43,"90,334"
000009,Connecticut,29-1041,Optometrists,550,69.9,"145,381",72.17,"150,106",24.46,"50,863",20.22,"42,057",>115.00,">239,200"
000009,Connecticut,29-1023,Orthodontists,190,>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",106.46,"221,426",>115.00,">239,200"
000009,Connecticut,29-1242,"Orthopedic Surgeons, Except Pediatric",N/A,112.05,"233,056",>115.00,">239,200",>115.00,">239,200",107.52,"223,648",>115.00,">239,200"
000009,Connecticut,29-2091,Orthotists and Prosthetists,50,37.51,"78,007",45.31,"94,238",28,"58,225",24.68,"51,351",80.9,"168,289"
000009,Connecticut,29-2043,Paramedics,"1,110",31.53,"65,577",32.24,"67,073",26.95,"56,044",25.41,"52,856",39.76,"82,691"
000009,Connecticut,29-1243,Pediatric Surgeons,50,>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",104.16,"216,649",>115.00,">239,200"
000009,Connecticut,29-1221,"Pediatricians, General",330,82.04,"170,625",86.67,"180,272",59.18,"123,107",58.83,"122,359",113.24,"235,538"
000009,Connecticut,29-1051,Pharmacists,"2,990",66.21,"137,728",65.36,"135,942",52.48,"109,160",53.52,"111,310",79.07,"164,457"
000009,Connecticut,29-2052,Pharmacy Technicians,"4,500",18.26,"37,965",19.88,"41,340",16.02,"33,313",15.55,"32,337",25.38,"52,794"
000009,Connecticut,29-1123,Physical Therapists,"3,500",51.57,"107,260",51.88,"107,914",39.45,"82,057",38.38,"79,835",67.97,"141,362"
000009,Connecticut,29-1071,Physician Assistants,"2,820",67.56,"140,511",71.54,"148,787",55.98,"116,450",53.54,"111,372",90.36,"187,957"
000009,Connecticut,29-1229,"Physicians, All Other","3,740",>115.00,">239,200",137.94,"286,909",67.84,"141,113",33.04,"68,734",>115.00,">239,200"
000009,Connecticut,29-1081,Podiatrists,150,>115.00,">239,200",105.02,"218,425",53.34,"110,967",26.15,"54,393",>115.00,">239,200"
000009,Connecticut,29-2053,Psychiatric Technicians,950,25.94,"53,957",27.48,"57,156",20.63,"42,908",19.52,"40,592",36.38,"75,660"
000009,Connecticut,29-1223,Psychiatrists,550,>115.00,">239,200",154.11,"320,555",65.88,"137,022",37.27,"77,509",>115.00,">239,200"
000009,Connecticut,29-1124,Radiation Therapists,180,51.11,"106,305",52.4,"108,984",39.81,"82,815",40.01,"83,231",72.39,"150,563"
000009,Connecticut,29-2034,Radiologic Technologists and Technicians,"2,570",37.7,"78,402",38.03,"79,108",30.47,"63,365",30.68,"63,812",50.8,"105,661"
000009,Connecticut,29-1224,Radiologists,N/A,>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",>115.00,">239,200",>115.00,">239,200"
000009,Connecticut,29-1125,Recreational Therapists,250,29.18,"60,686",31.1,"64,695",20.91,"43,500",19.37,"40,281",43.23,"89,908"
000009,Connecticut,29-1141,Registered Nurses,"34,290",47.53,"98,869",47.06,"97,883",37.07,"77,114",35.47,"73,781",59.71,"124,197"
000009,Connecticut,29-1126,Respiratory Therapists,"1,370",39.74,"82,659",38.24,"79,534",31.93,"66,408",31.33,"65,172",45.07,"93,729"
000009,Connecticut,29-1127,Speech-Language Pathologists,"1,990",47.46,"98,714",47.12,"98,008",33.39,"69,440",31.77,"66,065",62.17,"129,316"
000009,Connecticut,29-9093,Surgical Assistants,N/A,24.97,"51,943",23.46,"48,786",17.15,"35,681",15.46,"32,171",30,"62,410"
000009,Connecticut,29-2055,Surgical Technologists,"1,180",37.39,"77,779",35.66,"74,175",26.94,"56,024",23.6,"49,108",46.46,"96,637"
000009,Connecticut,29-1129,"Therapists, All Other",90,30.27,"62,960",33.63,"69,959",22.66,"47,124",19.54,"40,644",51.97,"108,112"
000009,Connecticut,29-1131,Veterinarians,900,64.23,"133,595",69.24,"144,031",45.34,"94,300",49.5,"102,971",105.72,"219,910"
000009,Connecticut,29-2056,Veterinary Technologists and Technicians,"1,850",22.52,"46,844",22.41,"46,605",17.27,"35,919",16.19,"33,687",28.81,"59,918"
000009,Connecticut,31-0000,Healthcare Support Occupations,"83,870",18,"37,439",19.68,"40,941",15.44,"32,109",14.9,"31,001",25.16,"52,334"
000009,Connecticut,31-9091,Dental Assistants,"3,560",24.06,"50,034",24.25,"50,442",19.93,"41,453",18.56,"38,600",29.49,"61,333"
000009,Connecticut,31-9099,"Healthcare Support Workers, All Other","1,170",21.23,"44,160",22.36,"46,501",17.98,"37,387",17.31,"35,987",29.88,"62,159"
000009,Connecticut,31-1120,Home Health and Personal Care Aides,"41,230",16.92,"35,203",17.75,"36,927",14.74,"30,656",14.52,"30,207",20.85,"43,376"
000009,Connecticut,31-9011,Massage Therapists,770,33.24,"69,130",33.84,"70,384",18.36,"38,192",16.91,"35,171",61.62,"128,163"
000009,Connecticut,31-9092,Medical Assistants,"9,760",21.64,"45,007",22.07,"45,906",18.62,"38,714",18.62,"38,714",26.57,"55,250"
000009,Connecticut,31-9093,Medical Equipment Preparers,640,20.68,"43,031",23.04,"47,923",18.41,"38,296",18.34,"38,150",30.18,"62,754"
000009,Connecticut,31-9094,Medical Transcriptionists,890,25.71,"53,473",24.86,"51,686",20.28,"42,185",18.89,"39,289",31.47,"65,451"
000009,Connecticut,31-1131,Nursing Assistants,"19,390",18.43,"38,338",19.23,"40,011",16.71,"34,764",16.04,"33,363",23.16,"48,174"
